id,name,department,experience_level,education_level,age,gender,city,monthly_salary,employeed_id,date_of_join,designation,basic_salary,hra,special_allowance,conveyance,pf,income_tax,other_deductions,total_earnings,total_deductions,net_pay,pan,uan,bank_account
16984,Pranav Singh,finance,Fresher,Bachelor,59,male,banglore,27278,sco-16984,18-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17983F,1.002E+12,XXXXXX17983
16985,Parth Malhotra,marketing,Mid,Bachelor,52,female,chennai,59317,sco-16985,22-08-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17984F,1.002E+12,XXXXXX17984
16986,Pranita Kaur,HR,Junior,Bachelor,43,male,hyderbad,28546,sco-16986,15-11-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17985F,1.002E+12,XXXXXX17985
16987,Samuel Agarwal,marketing,Lead,Bachelor,30,male,banglore,175317,sco-16987,21-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17986F,1.002E+12,XXXXXX17986
16988,Mahesh Sharma,marketing,Lead,Bachelor,62,male,hyderbad,169511,sco-16988,15-03-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17987F,1.002E+12,XXXXXX17987
16989,Keerthi Khanna,HR,Mid,Master,29,male,pune,53213,sco-16989,28-10-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17988F,1.002E+12,XXXXXX17988
16990,Chandrashekar Deshmukh,marketing,Senior,Diploma,40,female,chennai,123032,sco-16990,30-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17989F,1.002E+12,XXXXXX17989
16991,Kritika Sharma,it,Fresher,Diploma,56,male,hyderbad,24787,sco-16991,05-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17990F,1.002E+12,XXXXXX17990
16992,Brijesh Mishra,marketing,Lead,Diploma,57,male,pune,200619,sco-16992,07-01-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17991F,1.002E+12,XXXXXX17991
16993,Shivam Patel,HR,Lead,PhD,57,male,banglore,209416,sco-16993,22-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17992F,1.002E+12,XXXXXX17992
16994,Uma Yadav,it,Fresher,Diploma,35,male,hyderbad,20248,sco-16994,23-10-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17993F,1.002E+12,XXXXXX17993
16995,Balaji Chatterjee,finance,Fresher,Bachelor,25,male,banglore,21026,sco-16995,12-01-2026,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17994F,1.002E+12,XXXXXX17994
16996,Aravind Mukherjee,operation,Lead,Bachelor,23,male,pune,212581,sco-16996,20-11-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17995F,1.002E+12,XXXXXX17995
16997,Govind Iyer,HR,Junior,PhD,48,male,hyderbad,28576,sco-16997,07-07-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17996F,1.002E+12,XXXXXX17996
16998,Chitra Hegde,marketing,Fresher,Bachelor,51,male,mumbai,25926,sco-16998,08-03-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17997F,1.002E+12,XXXXXX17997
16999,Shabana Shetty,HR,Junior,PhD,53,male,banglore,34324,sco-16999,21-05-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17998F,1.002E+12,XXXXXX17998
17000,Parvati Hegde,HR,Fresher,Diploma,48,female,pune,21606,sco-17000,28-01-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE17999F,1.002E+12,XXXXXX17999
17001,Arif Joshi,it,Lead,Diploma,44,female,banglore,139064,sco-17001,31-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18000F,1.002E+12,XXXXXX18000
17002,Chandrashekar Mukherjee,it,Mid,Diploma,33,male,banglore,49094,sco-17002,28-12-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18001F,1.002E+12,XXXXXX18001
17003,Kunal Hegde,operation,Fresher,Bachelor,63,female,hyderbad,27457,sco-17003,05-08-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18002F,1.002E+12,XXXXXX18002
17004,Rajesh Naik,finance,Mid,PhD,43,male,mumbai,45585,sco-17004,11-08-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18003F,1.002E+12,XXXXXX18003
17005,Jagruti Banerjee,marketing,Lead,Master,23,male,mumbai,146445,sco-17005,06-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18004F,1.002E+12,XXXXXX18004
17006,Aarna Banerjee,it,Mid,Diploma,47,male,banglore,74249,sco-17006,13-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18005F,1.002E+12,XXXXXX18005
17007,Sara Agarwal,operation,Junior,Bachelor,48,male,hyderbad,38263,sco-17007,06-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18006F,1.002E+12,XXXXXX18006
17008,Mathew Jadhav,operation,Fresher,Bachelor,60,female,pune,23544,sco-17008,11-08-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18007F,1.002E+12,XXXXXX18007
17009,Reyansh Nair,marketing,Senior,Bachelor,35,female,chennai,96526,sco-17009,05-03-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18008F,1.002E+12,XXXXXX18008
17010,Mallikarjun Mukherjee,marketing,Lead,Diploma,56,male,hyderbad,181088,sco-17010,20-09-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18009F,1.002E+12,XXXXXX18009
17011,Mathew Bansal,it,Fresher,Diploma,61,male,banglore,19695,sco-17011,07-09-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18010F,1.002E+12,XXXXXX18010
17012,Srilatha Gupta,finance,Senior,Diploma,55,female,mumbai,85728,sco-17012,19-09-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18011F,1.002E+12,XXXXXX18011
17013,Sudha Chatterjee,marketing,Junior,Bachelor,24,female,banglore,42551,sco-17013,11-11-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18012F,1.002E+12,XXXXXX18012
17014,Mythili Reddy,operation,Junior,Master,43,male,chennai,35595,sco-17014,28-02-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18013F,1.002E+12,XXXXXX18013
17015,Amrita Kapoor,finance,Mid,Master,40,male,banglore,74327,sco-17015,29-05-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18014F,1.002E+12,XXXXXX18014
17016,Zara Gupta,finance,Mid,Diploma,33,female,hyderbad,69707,sco-17016,18-09-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18015F,1.002E+12,XXXXXX18015
17017,Prajna Iyer,marketing,Senior,Master,53,male,chennai,75042,sco-17017,20-11-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18016F,1.002E+12,XXXXXX18016
17018,Gayathri Gill,it,Junior,PhD,50,female,mumbai,34054,sco-17018,18-01-2026,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18017F,1.002E+12,XXXXXX18017
17019,Shivakumar Gupta,HR,Senior,Diploma,24,female,pune,107166,sco-17019,06-01-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18018F,1.002E+12,XXXXXX18018
17020,Arif Khanna,operation,Fresher,Diploma,51,female,chennai,23398,sco-17020,26-02-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18019F,1.002E+12,XXXXXX18019
17021,Saurabh Agarwal,marketing,Fresher,Diploma,39,female,banglore,22077,sco-17021,10-04-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18020F,1.002E+12,XXXXXX18020
17022,Shahid Kapoor,finance,Mid,Bachelor,62,female,chennai,66658,sco-17022,29-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18021F,1.002E+12,XXXXXX18021
17023,Aishwarya Verma,finance,Fresher,PhD,45,female,hyderbad,25162,sco-17023,01-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18022F,1.002E+12,XXXXXX18022
17024,Ananth Gupta,operation,Junior,Diploma,56,female,hyderbad,40269,sco-17024,18-10-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18023F,1.002E+12,XXXXXX18023
17025,Salman Malhotra,finance,Senior,PhD,47,male,hyderbad,98289,sco-17025,08-07-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18024F,1.002E+12,XXXXXX18024
17026,Shreya Patel,marketing,Senior,Diploma,51,male,hyderbad,76390,sco-17026,08-09-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18025F,1.002E+12,XXXXXX18025
17027,Varun Tiwari,finance,Junior,Master,23,female,banglore,44504,sco-17027,14-03-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18026F,1.002E+12,XXXXXX18026
17028,Lavanya Joshi,finance,Mid,Diploma,30,female,hyderbad,52612,sco-17028,21-07-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18027F,1.002E+12,XXXXXX18027
17029,Anjali Kaur,it,Mid,Diploma,53,female,mumbai,49083,sco-17029,09-11-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18028F,1.002E+12,XXXXXX18028
17030,Preeti Malhotra,finance,Lead,Diploma,44,male,hyderbad,208956,sco-17030,06-10-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18029F,1.002E+12,XXXXXX18029
17031,Shreya Sharma,HR,Senior,Diploma,39,female,pune,84447,sco-17031,16-05-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18030F,1.002E+12,XXXXXX18030
17032,Yasmin Joshi,marketing,Junior,Bachelor,22,female,pune,30112,sco-17032,26-02-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18031F,1.002E+12,XXXXXX18031
17033,Joseph Agarwal,HR,Lead,Diploma,56,male,mumbai,198980,sco-17033,04-12-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18032F,1.002E+12,XXXXXX18032
17034,Mayank Tiwari,HR,Junior,Diploma,28,male,mumbai,44902,sco-17034,26-11-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18033F,1.002E+12,XXXXXX18033
17035,Tejas Ghosh,marketing,Junior,Diploma,31,female,chennai,35621,sco-17035,01-03-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18034F,1.002E+12,XXXXXX18034
17036,Ankit Gill,it,Fresher,Diploma,28,male,mumbai,19250,sco-17036,03-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18035F,1.002E+12,XXXXXX18035
17037,Parth Patel,marketing,Senior,Diploma,59,male,hyderbad,79113,sco-17037,17-02-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18036F,1.002E+12,XXXXXX18036
17038,Lalit Arora,operation,Junior,Bachelor,28,male,mumbai,40903,sco-17038,07-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18037F,1.002E+12,XXXXXX18037
17039,Padma Shetty,HR,Mid,PhD,25,female,banglore,61211,sco-17039,08-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18038F,1.002E+12,XXXXXX18038
17040,Diya Hegde,marketing,Senior,PhD,53,male,mumbai,115251,sco-17040,16-02-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18039F,1.002E+12,XXXXXX18039
17041,Mukesh Gill,HR,Mid,Master,32,female,pune,49583,sco-17041,11-02-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18040F,1.002E+12,XXXXXX18040
17042,Aditya Malhotra,HR,Junior,Bachelor,34,male,mumbai,29095,sco-17042,25-12-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18041F,1.002E+12,XXXXXX18041
17043,Kavita Patel,finance,Senior,PhD,27,female,banglore,110241,sco-17043,10-09-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18042F,1.002E+12,XXXXXX18042
17044,Diya Jadhav,HR,Lead,Diploma,57,female,hyderbad,150551,sco-17044,09-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18043F,1.002E+12,XXXXXX18043
17045,Peter Chatterjee,operation,Fresher,Bachelor,29,male,chennai,20003,sco-17045,22-07-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18044F,1.002E+12,XXXXXX18044
17046,Chitra Khanna,finance,Mid,PhD,23,female,pune,54882,sco-17046,04-11-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18045F,1.002E+12,XXXXXX18045
17047,Nisha Shetty,marketing,Senior,Diploma,64,male,pune,81831,sco-17047,08-02-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18046F,1.002E+12,XXXXXX18046
17048,Govind Kaur,it,Mid,Diploma,63,male,mumbai,54761,sco-17048,06-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18047F,1.002E+12,XXXXXX18047
17049,Bharti Iyer,marketing,Senior,Bachelor,27,male,hyderbad,90418,sco-17049,20-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18048F,1.002E+12,XXXXXX18048
17050,Ishan Pandey,operation,Junior,Diploma,54,male,hyderbad,39467,sco-17050,18-08-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18049F,1.002E+12,XXXXXX18049
17051,Rakesh Agarwal,HR,Junior,Bachelor,25,male,chennai,32819,sco-17051,28-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18050F,1.002E+12,XXXXXX18050
17052,Sushma Shetty,operation,Fresher,Diploma,26,female,banglore,22489,sco-17052,21-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18051F,1.002E+12,XXXXXX18051
17053,Siddharth Malik,finance,Senior,Bachelor,44,female,chennai,116849,sco-17053,21-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18052F,1.002E+12,XXXXXX18052
17054,Sushma Gill,finance,Junior,Bachelor,60,male,banglore,29341,sco-17054,30-09-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18053F,1.002E+12,XXXXXX18053
17055,Sita Gupta,operation,Junior,Diploma,63,female,hyderbad,33770,sco-17055,07-09-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18054F,1.002E+12,XXXXXX18054
17056,Shahid Malhotra,finance,Mid,Master,28,female,hyderbad,71769,sco-17056,06-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18055F,1.002E+12,XXXXXX18055
17057,Renuka Das,marketing,Senior,Diploma,63,male,hyderbad,119604,sco-17057,26-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18056F,1.002E+12,XXXXXX18056
17058,Uday Nair,operation,Lead,Master,61,male,pune,198235,sco-17058,03-07-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18057F,1.002E+12,XXXXXX18057
17059,John Jadhav,finance,Fresher,Bachelor,43,male,mumbai,18007,sco-17059,13-06-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18058F,1.002E+12,XXXXXX18058
17060,Riya Gill,marketing,Fresher,Diploma,27,male,banglore,25538,sco-17060,15-11-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18059F,1.002E+12,XXXXXX18059
17061,Yogesh Shetty,operation,Mid,Diploma,29,male,hyderbad,63936,sco-17061,03-04-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18060F,1.002E+12,XXXXXX18060
17062,Kalyani Hegde,operation,Fresher,Diploma,31,male,hyderbad,18486,sco-17062,02-01-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18061F,1.002E+12,XXXXXX18061
17063,Soumya Kaur,operation,Junior,Master,46,male,banglore,29309,sco-17063,08-02-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18062F,1.002E+12,XXXXXX18062
17064,Aravind Yadav,operation,Junior,Master,57,female,hyderbad,28300,sco-17064,12-04-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18063F,1.002E+12,XXXXXX18063
17065,Salman Patel,operation,Senior,Bachelor,33,male,mumbai,86319,sco-17065,02-08-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18064F,1.002E+12,XXXXXX18064
17066,Lalit Mukherjee,HR,Fresher,Bachelor,43,female,pune,23875,sco-17066,25-05-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18065F,1.002E+12,XXXXXX18065
17067,Nandini Naik,operation,Junior,Master,36,male,chennai,34388,sco-17067,29-05-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18066F,1.002E+12,XXXXXX18066
17068,Saraswati Mehta,it,Mid,Diploma,54,female,pune,61544,sco-17068,05-02-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18067F,1.002E+12,XXXXXX18067
17069,Subhash Deshmukh,operation,Mid,Diploma,24,male,pune,64102,sco-17069,20-06-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18068F,1.002E+12,XXXXXX18068
17070,Shivam Bansal,marketing,Mid,PhD,56,male,pune,73388,sco-17070,20-01-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18069F,1.002E+12,XXXXXX18069
17071,Sanjay Mukherjee,operation,Lead,Master,58,female,mumbai,173717,sco-17071,21-04-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18070F,1.002E+12,XXXXXX18070
17072,Narayan Yadav,operation,Mid,Diploma,51,male,chennai,65877,sco-17072,14-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18071F,1.002E+12,XXXXXX18071
17073,Arnav Kulkarni,it,Senior,Bachelor,49,male,banglore,112760,sco-17073,29-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18072F,1.002E+12,XXXXXX18072
17074,Saurabh Kulkarni,finance,Fresher,PhD,30,male,mumbai,26640,sco-17074,30-10-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18073F,1.002E+12,XXXXXX18073
17075,Diya Yadav,operation,Senior,Diploma,52,female,pune,76241,sco-17075,25-03-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18074F,1.002E+12,XXXXXX18074
17076,Vandana Deshmukh,finance,Lead,PhD,24,male,mumbai,167825,sco-17076,10-11-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18075F,1.002E+12,XXXXXX18075
17077,Manan Jadhav,HR,Senior,Master,23,male,hyderbad,108273,sco-17077,07-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18076F,1.002E+12,XXXXXX18076
17078,Deepa Bansal,HR,Fresher,Bachelor,36,female,pune,20507,sco-17078,09-12-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18077F,1.002E+12,XXXXXX18077
17079,Sneha Malik,HR,Lead,Master,45,male,chennai,140564,sco-17079,12-10-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18078F,1.002E+12,XXXXXX18078
17080,Rajat Chatterjee,finance,Fresher,PhD,30,male,banglore,25493,sco-17080,20-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18079F,1.002E+12,XXXXXX18079
17081,Deepak Das,it,Senior,Diploma,64,male,hyderbad,89810,sco-17081,08-11-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18080F,1.002E+12,XXXXXX18080
17082,Payal Deshmukh,marketing,Lead,PhD,53,male,pune,157674,sco-17082,15-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18081F,1.002E+12,XXXXXX18081
17083,Kirti Chatterjee,it,Junior,Master,34,female,pune,30455,sco-17083,03-01-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18082F,1.002E+12,XXXXXX18082
17084,Prakash Pandey,HR,Senior,Bachelor,48,female,chennai,96790,sco-17084,17-09-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18083F,1.002E+12,XXXXXX18083
17085,Harish Rao,operation,Fresher,Bachelor,37,female,banglore,22122,sco-17085,16-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18084F,1.002E+12,XXXXXX18084
17086,Manan Ghosh,HR,Fresher,PhD,58,male,hyderbad,21325,sco-17086,13-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18085F,1.002E+12,XXXXXX18085
17087,John Yadav,HR,Mid,Bachelor,55,male,banglore,51097,sco-17087,24-06-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18086F,1.002E+12,XXXXXX18086
17088,Vimala Singh,operation,Senior,Bachelor,25,female,pune,83205,sco-17088,28-03-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18087F,1.002E+12,XXXXXX18087
17089,Daniel Joshi,marketing,Junior,Master,27,male,pune,41766,sco-17089,01-04-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18088F,1.002E+12,XXXXXX18088
17090,Srilatha Deshmukh,operation,Junior,Bachelor,36,female,banglore,35666,sco-17090,17-11-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18089F,1.002E+12,XXXXXX18089
17091,Roopa Kapoor,operation,Senior,Diploma,32,female,hyderbad,97603,sco-17091,16-02-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18090F,1.002E+12,XXXXXX18090
17092,Aman Malhotra,it,Mid,PhD,39,male,pune,64280,sco-17092,01-01-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18091F,1.002E+12,XXXXXX18091
17093,Sameer Jadhav,HR,Lead,Bachelor,22,male,mumbai,191785,sco-17093,23-07-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18092F,1.002E+12,XXXXXX18092
17094,Sudha Mukherjee,operation,Junior,Master,42,female,hyderbad,42766,sco-17094,06-01-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18093F,1.002E+12,XXXXXX18093
17095,Vikram Hegde,marketing,Mid,Master,48,female,banglore,65380,sco-17095,07-05-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18094F,1.002E+12,XXXXXX18094
17096,Mythili Hegde,marketing,Lead,PhD,25,female,banglore,173446,sco-17096,03-04-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18095F,1.002E+12,XXXXXX18095
17097,Anvi Naik,it,Fresher,PhD,24,female,mumbai,27356,sco-17097,16-04-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18096F,1.002E+12,XXXXXX18096
17098,Sanjay Gupta,finance,Mid,Diploma,40,male,chennai,69152,sco-17098,14-03-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18097F,1.002E+12,XXXXXX18097
17099,Hema Jadhav,HR,Lead,Diploma,56,female,hyderbad,202830,sco-17099,04-10-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18098F,1.002E+12,XXXXXX18098
17100,Aravind Deshmukh,operation,Senior,Master,36,male,pune,103166,sco-17100,28-01-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18099F,1.002E+12,XXXXXX18099
17101,Sushma Verma,it,Mid,Master,22,male,banglore,67677,sco-17101,05-05-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18100F,1.002E+12,XXXXXX18100
17102,Brijesh Pawar,marketing,Lead,PhD,22,female,hyderbad,206760,sco-17102,04-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18101F,1.002E+12,XXXXXX18101
17103,Anjali Nair,operation,Mid,Bachelor,26,male,pune,48721,sco-17103,16-11-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18102F,1.002E+12,XXXXXX18102
17104,Sana Gill,operation,Lead,Master,36,male,pune,188132,sco-17104,16-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18103F,1.002E+12,XXXXXX18103
17105,Kalpana Naik,marketing,Junior,PhD,26,female,mumbai,33780,sco-17105,29-08-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18104F,1.002E+12,XXXXXX18104
17106,Paresh Patel,finance,Mid,PhD,36,male,banglore,68355,sco-17106,30-04-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18105F,1.002E+12,XXXXXX18105
17107,Faizan Malhotra,finance,Lead,Diploma,52,male,pune,206368,sco-17107,12-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18106F,1.002E+12,XXXXXX18106
17108,Mukesh Banerjee,HR,Senior,Diploma,64,female,banglore,106832,sco-17108,24-11-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18107F,1.002E+12,XXXXXX18107
17109,Tanvi Kulkarni,it,Mid,PhD,45,male,hyderbad,71351,sco-17109,20-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18108F,1.002E+12,XXXXXX18108
